"Název","Podtitul","Celexové číslo","Datum dokumentu",
"Rozsudek Soudního dvora (třetího senátu) ze dne 10. července 2019.#Evropská komise v. Icap Management Services Ltd a Icap New Zealand Ltd.#Kasační opravný prostředek – Hospodářská soutěž – Kartelové dohody – Odvětví úrokových derivátů denominovaných v japonských jenech – Rozhodnutí konstatující porušení článku 101 SFEU a článku 53 Dohody o EHP – Odpovědnost podniku za jeho úlohu v usnadnění kartelové dohody – Výpočet pokuty – Povinnost uvést odůvodnění.#Věc C-39/18 P.","","62018CJ0039","2019-07-10",
"Rozsudek Soudního dvora (prvního senátu) ze dne 10. července 2019.#Bundesverband der Verbraucherzentralen und Verbraucherverbände - Verbraucherzentrale Bundesverband e.V. v. Amazon EU Sàrl.#Žádost o rozhodnutí o předběžné otázce podaná Bundesgerichtshof.#Řízení o předběžné otázce – Ochrana spotřebitelů – Směrnice 2011/83/EU – Článek 6 odst. 1 písm. c) – Požadavky na informace v případě smluv uzavřených na dálku a smluv uzavřených mimo obchodní prostory – Povinnost obchodníka uvést své telefonní číslo a číslo faxu, ‚pokud existují‘ – Rozsah.#Věc C-649/17.","","62017CJ0649","2019-07-10",
"Rozsudek Soudního dvora (prvního senátu) ze dne 10. července 2019.#Federal Express Corporation Deutsche Niederlassung v. Hauptzollamt Frankfurt am Main.#Žádost o rozhodnutí o předběžné otázce podaná Hessisches Finanzgericht.#Řízení o předběžné otázce – Celní unie – Nařízení (EHS) č. 2913/92 – Články 202 a 203 – Dovozní clo – Vznik celního dluhu z důvodu porušení celních předpisů – Daně – Daň z přidané hodnoty (DPH) – Směrnice 2006/112/ES – Článek 2 odst. 1 písm. d) a článek 30 – DPH při dovozu – Uskutečnění zdanitelného plnění – Pojem ‚dovoz‘ zboží – Požadavek vstupu zboží do hospodářského oběhu Evropské unie – Přeprava tohoto zboží do jiného členského státu, než ve kterém vznikl celní dluh.#Věc C-26/18.","","62018CJ0026","2019-07-10",
"Rozsudek Soudního dvora (osmého senátu) ze dne 10. července 2019.#Caviro Distillerie Srl a další v. Evropská komise.#Kasační opravný prostředek – Obchodní politika – Dumping – Prováděcí rozhodnutí (EU) 2016/176 – Dovoz kyseliny vinné pocházející z Číny a vyrobené společností Hangzhou Bioking Biochemical Engineering Co. Ltd – Nařízení (ES) č. 1225/2009 – Článek 3 odst. 2, 3 a 5 – Neexistence podstatné újmy – Zjevně nesprávné posouzení – Zjišťování újmy – Posouzení všech relevantních hospodářských činitelů a ukazatelů, které ovlivňují stav daného výrobního odvětví Evropské unie – Podíl na trhu.#Věc C-345/18 P.","","62018CJ0345","2019-07-10",
"Rozsudek Soudního dvora (osmého senátu) ze dne 10. července 2019.#WESTbahn Management GmbH v. ÖBB-Infrastruktur AG.#Žádost o rozhodnutí o předběžné otázce podaná Schienen-Control Kommission.#Řízení o předběžné otázce – Doprava – Jednotný evropský železniční prostor – Směrnice 2012/34/EU – Článek 3 – Pojem ‚železniční infrastruktura‘ – Příloha II – Minimální přístupový balík – Zahrnutí použití nástupišť pro cestující.#Věc C-210/18.","","62018CJ0210","2019-07-10",
"Rozsudek Soudního dvora (velkého senátu) ze dne 8. července 2019.#Evropská komise v. Belgické království.#Nesplnění povinnosti státem – Článek 258 SFEU – Opatření ke snížení nákladů na budování vysokorychlostních sítí elektronických komunikací – Směrnice 2014/61/EU – Neprovedení nebo nesdělení prováděcích opatření – Článek 260 odst. 3 SFEU – Návrh na uložení povinnosti platit denní penále – Výpočet výše penále.#Věc C-543/17.","","62017CJ0543","2019-07-08",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 4. července 2019.#Evropská komise v. Spolková republika Německo.#Nesplnění povinnosti státem – Služby na vnitřním trhu – Směrnice 2006/123/ES – Článek 15 – Článek 49 SFEU – Svoboda usazování – Odměny architektů a inženýrů za plánovací služby – Minimální a maximální sazby.#Věc C-377/17.","","62017CJ0377","2019-07-04",
"Rozsudek Soudního dvora (třetího senátu) ze dne 4. července 2019.#Trestní řízení proti Freddymu Lucienovi Magdaleně Kirschsteinovi a Thierrymu Fransovi Adelině Kirschsteinovi.#Žádost o rozhodnutí o předběžné otázce podaná Hof van beroep te Antwerpen.#Řízení o předběžné otázce – Směrnice 2005/29/ES – Nekalé obchodní praktiky – Oblast působnosti – Pojem ‚obchodní praktiky‘ – Směrnice 2006/123/ES – Služby na vnitřním trhu – Trestní právo – Povolovací režimy – Vysokoškolské vzdělávání – Diplom přiznávající titul ‚magistr‘ – Zákaz udělovat určité tituly bez oprávnění.#Věc C-393/17.","","62017CJ0393","2019-07-04",
"Rozsudek Soudního dvora (desátého senátu) ze dne 4. července 2019.#FTI Touristik GmbH v. Úřad Evropské unie pro duševní vlastnictví.#Kasační opravný prostředek – Ochranná známka Evropské unie – Nařízení (ES) č. 207/2009 – Námitkové řízení – Článek 8 odst. 1 písm. b) – Přihláška obrazové ochranné známky obsahující slovní prvek ,Fl‘ – Námitky majitele obrazové ochranné známky obsahující slovní prvek ,fly.de‘ – Zamítnutí – Podobnost označení – Název uvedený běžným písmem ve Věstníku ochranných známek Evropské unie – Nebezpečí záměny.#Věc C-99/18 P.","","62018CJ0099","2019-07-04",
"Rozsudek Soudního dvora (druhého senátu) ze dne 4. července 2019.#Baltic Media Alliance Ltd. v. Lietuvos radijo ir televizijos komisija.#Žádost o rozhodnutí o předběžné otázce podaná Vilniaus apygardos administracinis teismas.#Řízení o předběžné otázce – Volný pohyb služeb – Směrnice 2010/13/EU – Audiovizuální mediální služby – Televizní vysílání – Článek 3 odst. 1 a 2 – Svoboda přijímání a dalšího vysílání – Podněcování k nenávisti na základě státní příslušnosti – Opatření přijatá přijímajícím členským státem – Dočasná povinnost poskytovatelů mediálních služeb a jiných osob poskytujících službu vysílání televizních kanálů či pořadů po internetu šířit či dále přenášet televizní kanál na území tohoto členského státu pouze v rámci balíčku televizních programů za příplatek.#Věc C-622/17.","","62017CJ0622","2019-07-04",
"Rozsudek Soudního dvora (druhého senátu) ze dne 4. července 2019.#Trestní řízení proti Tronex BV.#Žádost o rozhodnutí o předběžné otázce podaná Gerechtshof Den Haag.#Řízení o předběžné otázce – Životní prostředí – Odpady – Přeprava – Nařízení (ES) č. 1013/2006 – Článek 2 bod 1 – Směrnice 2008/98/ES – Článek 3 bod 1 – Pojmy ‚přeprava odpadů‘ a ‚odpady‘ – Zásilka zboží, které bylo původně určeno pro maloobchodní prodej a které spotřebitelé vrátili nebo se stalo nadbytečným v sortimentu prodávajícího.#Věc C-624/17.","","62017CJ0624","2019-07-04",
"Rozsudek Soudního dvora (prvního senátu) ze dne 3. července 2019.#„UniCredit Leasing” EAD v. Direktor na Direktsia „Obzhalvane i danachno-osiguritelna praktika“ – Sofia pri Tsentralno upravlenie na NAP.#Žádost o rozhodnutí o předběžné otázce podaná Varhoven administrativen sad.#Řízení o předběžné otázce – Společný systém daně z přidané hodnoty (DPH) – Základ daně – Snížení – Zásada daňové neutrality – Leasingová smlouva vypovězená pro neplacení splátek – Opravný výměr – Působnost – Zdanitelná plnění – Dodání zboží za úplatu – Placení ‚náhrady‘ za předčasné ukončení až do konce původní platnosti smlouvy – Pravomoc Soudního dvora.#Věc C-242/18.","","62018CJ0242","2019-07-03",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 3. července 2019.#Řízení zahájené Eurobolt BV.#Žádost o rozhodnutí o předběžné otázce podaná Hoge Raad der Nederlanden.#Řízení o předběžné otázce – Článek 267 SFEU – Právo na účinné prostředky nápravy – Rozsah vnitrostátního soudního přezkumu aktu Evropské unie – Nařízení (ES) č. 1225/2009 – Článek 15 odst. 2 – Sdělení členským státům, nejpozději deset pracovních dní před zasedáním poradního výboru, veškerých potřebných informací – Pojem ‚potřebné informace‘ – Podstatná formální náležitost – Prováděcí nařízení (EU) č. 723/2011 – Rozšíření antidumpingového cla uloženého na dovoz některých spojovacích prostředků ze železa nebo oceli pocházejících z Číny na dovoz zasílaný z Malajsie – Platnost.#Věc C-644/17.","","62017CJ0644","2019-07-03",
"Rozsudek Soudního dvora (osmého senátu) ze dne 3. července 2019.#Commissioners for Her Majesty's Revenue and Customs v. The Chancellor, Masters and Scholars of the University of Cambridge.#Žádost o rozhodnutí o předběžné otázce podaná Court of Appeal (England & Wales) (Civil Division).#Řízení o předběžné otázce – Daň z přidané hodnoty (DPH) – Odpočet daně zaplacené na vstupu – Výdaje za správu nadačního fondu, který provádí investice za účelem pokrytí nákladů všech plnění uskutečněných osobou povinnou k dani na výstupu – Režijní výdaje.#Věc C-316/18.","","62018CJ0316","2019-07-03",
"Rozsudek Soudního dvora (pátého senátu) ze dne 3. července 2019.#Delfarma Sp. z o.o. v. Prezes Urzędu Rejestracji Produktów Leczniczych, Wyrobów Medycznych i Produktów Biobójczych.#Žádost o rozhodnutí o předběžné otázce podaná Wojewódzki Sąd Administracyjny w Warszawie.#Řízení o předběžné otázce – Články 34 a 36 SFEU – Volný pohyb zboží – Opatření s účinkem rovnocenným množstevnímu omezení – Ochrana zdraví a života lidí – Paralelní dovoz léčivých přípravků – Referenční léčivé přípravky a generika – Podmínka, podle níž dovážený léčivý přípravek a léčivý přípravek, pro který byla vydána registrace v členském státě dovozu, musí být oba buď referenčními léčivými přípravky, nebo generiky.#Věc C-387/18.","","62018CJ0387","2019-07-03",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 3. července 2019.#Viridis Pharmaceutical Ltd. v. Úřad Evropské unie pro duševní vlastnictví (EUIPO).#Kasační opravný prostředek – Ochranná známka Evropské unie – Řízení o zrušení – Slovní ochranná známka Boswelan – Řádné užívání – Nedostatek – Užívání ochranné známky v rámci klinického hodnocení před podáním žádosti o registraci léčivého přípravku – Řádný důvod pro neužívání – Pojem.#Věc C-668/17 P.","","62017CJ0668","2019-07-03",
"Rozsudek Soudního dvora (šestého senátu) ze dne 27. června 2019.#Belgisch Syndicaat van Chiropraxie a další v. Ministerraad.#Žádost o rozhodnutí o předběžné otázce podaná Grondwettelijk Hof.#Řízení o předběžné otázce – Daně – Společný systém daně z přidané hodnoty (DPH) – Směrnice 2006/112/ES – Článek 132 odst. 1 písm. c) – Osvobození od daně – Lékařská a nelékařská zdravotnická povolání – Chiropraxe a osteopatie – Článek 98 – Příloha III body 3 a 4 – Léčiva a zdravotnické prostředky – Snížená sazba – Dodání v rámci zákroků nebo ošetření léčebné povahy – Základní sazba – Dodání v rámci zákroků nebo ošetření estetické povahy – Zásada daňové neutrality – Zachování účinků vnitrostátní právní úpravy neslučitelné s unijním právem.#Věc C-597/17.","","62017CJ0597","2019-06-27",
"Rozsudek Soudního dvora (šestého senátu) ze dne 27. června 2019.#RD v. SC.#Žádost o rozhodnutí o předběžné otázce podaná Okresním soudem v Českých Budějovicích.#Řízení o předběžné otázce – Soudní spolupráce v občanských věcech – Nařízení (ES) č. 805/2004 – Evropský exekuční titul pro nesporné nároky – Potvrzení soudního rozhodnutí jako evropského exekučního titulu – Minimální normy pro řízení o nesporných nárocích – Žalovaný, jehož adresa není známa a který se nezúčastnil jednání.#Věc C-518/18.","","62018CJ0518","2019-06-27",
"Rozsudek Soudního dvora (sedmého senátu) ze dne 27. června 2019.#Azienda Agricola Barausse Antonio e Gabriele - Società semplice v. Agenzia per le Erogazioni in Agricoltura (AGEA).#Žádost o rozhodnutí o předběžné otázce podaná Consiglio di Stato.#Řízení o předběžné otázce – Doplňková dávka v odvětví mléka a mléčných výrobků – Nařízení (EHS) č. 3950/92 – Článek 2 odst. 1 druhý pododstavec – Stanovení příspěvku producentů na platbu doplňkové dlužné dávky – Přerozdělení nevyužitých referenčních množství – Vnitrostátní opatření, na základě něhož jsou přerozdělena nevyužitá množství na základě objektivních prioritních kritérií.#Věc C-348/18.","","62018CJ0348","2019-06-27",
"Rozsudek Soudního dvora (prvního senátu) ze dne 26. června 2019.#Lies Craeynest a další v. Brussels Hoofdstedelijk Gewest a Brussels Instituut voor Milieubeheer.#Žádost o rozhodnutí o předběžné otázce podaná Nederlandstalige rechtbank van eerste aanleg Brussel.#Řízení o předběžné otázce – Směrnice 2008/50/ES – Články 6, 7, 13 a 23 – Příloha III – Posuzování kvality ovzduší – Kritéria, na jejichž základě lze konstatovat překročení mezních hodnot oxidu dusičitého – Měření prováděná prostřednictvím míst odběru vzorků pro stacionární měření – Výběr vhodných lokalit – Interpretace hodnot naměřených na místech odběru vzorků – Povinnosti členských států – Soudní přezkum – Rozsah přezkumu – Pravomoc uložit soudní příkaz.#Věc C-723/17.","","62017CJ0723","2019-06-26",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 26. června 2019.#André Moens v. Ryanair Ltd.#Žádost o rozhodnutí o předběžné otázce podaná Justice de paix du troisième canton de Charleroi.#Řízení o předběžné otázce – Letecká doprava – Nařízení (ES) č. 261/2004 – Článek 5 odst. 3 – Náhrady cestujícím v letecké dopravě v případě odepření nástupu na palubu, zrušení nebo významného zpoždění letů – Působnost – Zproštění povinnosti nahradit škodu – Pojem ‚mimořádné okolnosti‘ – Přítomnost paliva na letištní dráze.#Věc C-159/18.","","62018CJ0159","2019-06-26",
"Rozsudek Soudního dvora (osmého senátu) ze dne 26. června 2019.#Aleš Kuhar a Jožef Kuhar v. Addiko Bank d.d.#Žádost o rozhodnutí o předběžné otázce podaná Višje sodišče v Mariboru.#Řízení o předběžné otázce – Zneužívající ujednání ve spotřebitelských smlouvách – Směrnice 93/13/EHS – Řízení o výkonu rozhodnutí týkající se hypoteční pohledávky – Přímo vykonatelný notářský zápis – Soudní přezkum zneužívajících ujednání – Odklad výkonu rozhodnutí – Nedostatek pravomoci soudu, kterému byl podán návrh na výkon rozhodnutí – Ochrana spotřebitele – Zásada efektivity – Konformní výklad.#Věc C-407/18.","","62018CJ0407","2019-06-26",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 26. června 2019.#Evropská komise v. Řecká republika.#Nesplnění povinnosti státem – Článek 258 SFEU – Článek 49 SFEU – Směrnice 2006/123/ES – Článek 15 odstavce 2 a 3 – Směrnice 2005/36/ES – Články 13, 14, 50 a příloha VII – Svoboda usazování – Uznávání odborných kvalifikací – Vnitrostátní normy, které se týkají poskytovatelů odborné přípravy pro mediátory.#Věc C-729/17.","","62017CJ0729","2019-06-26",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 26. června 2019.#Italská republika v. Evropská komise.#Kasační opravný prostředek – Evropský sociální fond (ESF) – Operační program týkající se cíle č. 1 pro region Sicílie (2000-2006) – Snížení původně přiznaného finančního příspěvku – Nařízení (ES) č. 1260/1999 – Článek 39 – Kontrolní pravomoci – Nezbytná ověřování – Finanční opravy – Výpočet – Metoda extrapolací.#Věc C-247/18 P.","","62018CJ0247","2019-06-26",
"Rozsudek Soudního dvora (velkého senátu) ze dne 24. června 2019.#Evropská komise v. Polská republika.#Nesplnění povinnosti státem – Článek 19 odst. 1 druhý pododstavec SEU – Právní stát – Účinná právní ochrana v oblastech pokrytých právem Unie – Zásady neodvolatelnosti a nezávislosti soudců – Snížení věkové hranice pro odchod do důchodu soudců Nejvyššího soudu – Použití na soudce ve funkci – Možnost pokračovat ve výkonu funkce soudce po překročení této věkové hranice, jež se váže na získání povolení závisejícího na diskrečním rozhodnutí prezidenta republiky.#Věc C-619/18.","","62018CJ0619","2019-06-24",
"Rozsudek Soudního dvora (velkého senátu) ze dne 24. června 2019.#Daniel Adam Popławski.#Žádost o rozhodnutí o předběžné otázce podaná Rechtbank Amsterdam.#Řízení o předběžné otázce – Justiční spolupráce v trestních věcech – Evropský zatýkací rozkaz – Rámcová rozhodnutí – Neexistence přímého účinku – Přednost unijního práva – Důsledky – Rámcové rozhodnutí 2002/584/SVV – Článek 4 bod 6 – Rámcové rozhodnutí 2008/909/SVV – Článek 28 odst. 2 – Prohlášení členského státu umožňující mu nadále uplatňovat stávající právní předpisy o předávání odsouzených osob platné před 5. prosincem 2011 – Opožděné prohlášení – Důsledky.#Věc C-573/17.","","62017CJ0573","2019-06-24",
"Rozsudek Soudního dvora (pátého senátu) ze dne 20. června 2019.#ExxonMobil Production Deutschland GmbH v. Bundesrepublik Deutschland.#Žádost o rozhodnutí o předběžné otázce podaná Verwaltungsgericht Berlin.#Řízení o předběžné otázce – Životní prostředí – Směrnice 2003/87/ES – Systém pro obchodování s povolenkami na emise skleníkových plynů – Zařízení na zpracování zemního plynu – Získávání síry – ‚Clausův proces‘ – Výroba elektřiny ve vedlejším zařízení – Výroba tepla – Emise vlastního oxidu uhličitého (CO2) – Článek 2 odst. 1 – Působnost – Příloha I – Činnost ‚spalování paliv‘ – Článek 3 písm. u) – Pojem ‚výrobce elektřiny‘ – Článek 10a odst. 3 a 4 – Přechodná pravidla harmonizovaného přidělování bezplatných povolenek na emise – Rozhodnutí 2011/278/EU – Působnost – Článek 3 písm. c) – Pojem ‚dílčí zařízení pro referenční úroveň tepla‘.#Věc C-682/17.","","62017CJ0682","2019-06-20",
"Rozsudek Soudního dvora (druhého senátu) ze dne 20. června 2019.#Línea Directa Aseguradora SA v. Segurcaixa Sociedad Anónima de Seguros y Reaseguros.#Žádost o rozhodnutí o předběžné otázce podaná Tribunal Supremo.#Řízení o předběžné otázce – Pojištění občanskoprávní odpovědnosti z provozu motorových vozidel – Směrnice 2009/103/ES – Článek 3 první pododstavec – Pojem ‚provoz vozidel‘ – Věcná škoda způsobená na nemovitosti v důsledku požáru vozidla zaparkovaného v soukromé garáži této nemovitosti – Krytí povinným pojištěním.#Věc C-100/18.","","62018CJ0100","2019-06-20",
"Rozsudek Soudního dvora (třetího senátu) ze dne 20. června 2019.#Grup Servicii Petroliere SA v. Agenţia Naţională de Administrare Fiscală – Direcţia Generală de Soluţionare a Contestaţiilor a Agenţia Naţională de Administrare Fiscală - Direcţia Generală de Administrare a Marilor Contribuabili.#Žádost o rozhodnutí o předběžné otázce podaná Curtea de Apel Bucureşti.#Řízení o předběžné otázce – Společný systém daně z přidané hodnoty (DPH) – Směrnice 2006/112/ES – Článek 148 písm. a) a c) – Osvobození od daně vztahující se na mezinárodní přepravu – Dodání samozdvižných těžebních plošin na volném moři – Pojem ‚lodě užívané k plavbě po volném moři‘ – Dosah.#Věc C-291/18.","","62018CJ0291","2019-06-20",
"Rozsudek Soudního dvora (pátého senátu) ze dne 20. června 2019.#Trestní řízení proti K.P.#Žádost o rozhodnutí o předběžné otázce podaná Landgericht Saarbrücken.#Řízení o předběžné otázce – Společná zahraniční a bezpečnostní politika – Boj proti terorismu – Omezující opatření přijatá vůči některým osobám a subjektům – Zmrazení finančních prostředků – Společný postoj 2001/931/SZBP – Článek 1 odst. 4 a 6 – Nařízení (ES) č. 2580/2001 – Článek 2 odst. 3 – Rozhodnutí Rady ponechávající organizaci na seznamu osob, skupin a subjektů zapojených do teroristických činů – Platnost.#Věc C-458/15.","","62015CJ0458","2019-06-20",
"Rozsudek Soudního dvora (pátého senátu) ze dne 20. června 2019.#SIA „Oribalt Rīga”, dříve SIA „Oriola Rīga” v. Valsts ieņēmumu dienests.#Žádost o rozhodnutí o předběžné otázce podaná Augstākā tiesa.#Řízení o předběžné otázce – Celní unie – Nařízení (EHS) č. 2913/92 – Článek 30 odst. 2 písm. b) a c) – Nařízení (EHS) č. 2454/93 – Článek 152 odst. 1 písm. a) a b) – Určení celní hodnoty zboží – Pojem ‚podobné zboží‘ – Léčivé přípravky – Přihlédnutí ke všem skutečnostem, které mohou mít dopad na hospodářskou hodnotu dotčeného léčivého přípravku – Lhůta 90 dnů, v níž dovážené zboží musí být prodáváno v Evropské unii – Závazná lhůta – Nezohlednění obchodních slev.#Věc C-1/18.","","62018CJ0001","2019-06-20",
"Rozsudek Soudního dvora (druhého senátu) ze dne 20. června 2019.#Daniel Ustariz Aróstegui v. Departamento de Educación del Gobierno de Navarra.#Žádost o rozhodnutí o předběžné otázce podaná Juzgado Contencioso-Administrativo de Pamplona.#Žádost o rozhodnutí o předběžné otázce – Sociální politika – Směrnice 1999/70/ES – Rámcová dohoda o pracovních poměrech na dobu určitou uzavřená mezi organizacemi UNICE, CEEP a EKOS – Ustanovení 4 bod 1 – Zásada zákazu diskriminace – Veřejný vzdělávací sektor – Vnitrostátní právní úprava přiznávající příplatek pouze učitelům zaměstnaným v rámci pracovního poměru na dobu neurčitou jako kariérní úředníci – Vyloučení učitelů zaměstnaných jako veřejnoprávní smluvní zaměstnanci na dobu určitou – Pojem ‚objektivní důvody‘ – Inherentní charakteristiky statusu kariérního úředníka.#Věc C-72/18.","","62018CJ0072","2019-06-20",
"Rozsudek Soudního dvora (třetího senátu) ze dne 20. června 2019.#Tine Vandenbon a další v. WTG Retail BVBA.#Žádost o rozhodnutí o předběžné otázce podaná Arbeidsrechtbank Antwerpen.#Řízení o předběžné otázce – Sociální politika – Směrnice 2006/54/ES – Rovnost mezi muži a ženami – Přístup k zaměstnání a pracovní podmínky – Článek 24 – Ochrana před odvetnými opatřeními – Odmítnutí uchazečky o zaměstnání z důvodu jejího těhotenství – Pracovník, který intervenoval ve prospěch této uchazečky – Propuštění zaměstnance.#Věc C-404/18.","","62018CJ0404","2019-06-20",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 19. června 2019.#Meca Srl v. Comune di Napoli.#Žádost o rozhodnutí o předběžné otázce podaná Tribunale Amministrativo Regionale della Campania.#Řízení o předběžné otázce – Veřejné zakázky – Směrnice 2014/24/EU – Článek 57 odst. 4 písm. c) a g) – Zadávaní veřejných zakázek na služby – Fakultativní důvody pro vyloučení z účasti na zadávacím řízení na veřejnou zakázku – Vážné profesní pochybení zpochybňující důvěryhodnost hospodářského subjektu – Ukončení dřívější veřejné zakázky v důsledku pochybení při jejím plnění – Podání žaloby, které až do skončení soudního řízení brání veřejnému zadavateli v tom, aby posoudil porušení smlouvy.#Věc C-41/18.","","62018CJ0041","2019-06-19",
"Rozsudek Soudního dvora (prvního senátu) ze dne 19. června 2019.#Skatteverket v. Holmen AB.#Žádost o rozhodnutí o předběžné otázce podaná Högsta förvaltningsdomstolen.#Řízení o předběžné otázce – Korporační daň – Skupina společností – Svoboda usazování – Odpočet ztrát vzniklých nerezidentní dceřiné společnosti – Pojem ‚konečné ztráty‘ – Použití v případě vnukovské společnosti – Právní předpisy státu, jehož je mateřská společnost daňovým rezidentem, podle nichž musí být přímým vlastníkem dceřiné společnosti – Právní předpisy státu, jehož je dceřiná společnost daňovým rezidentem, omezující přičitatelnost ztrát a zakazující přičítat ztráty v roce, v němž dochází k likvidaci.#Věc C-608/17.","","62017CJ0608","2019-06-19",
"Rozsudek Soudního dvora (prvního senátu) ze dne 19. června 2019.#Skatteverket v. Memira Holding AB.#Žádost o rozhodnutí o předběžné otázce podaná Högsta förvaltningsdomstolen.#Řízení o předběžné otázce – Korporační daň – Skupina společností – Svoboda usazování – Odpočet ztrát vzniklých dceřiné společnosti-nerezidentovi – Pojem takzvaných ‚konečných ztrát‘ – Převzetí dceřiné společnosti mateřskou společností prostřednictvím fúze – Právní úprava státu sídla dceřiné společnosti, která umožňuje odpočet ztrát prostřednictvím fúze pouze subjektu, kterému vznikly.#Věc C-607/17.","","62017CJ0607","2019-06-19",
"Rozsudek Soudního dvora (osmého senátu) ze dne 19. června 2019.#C & J Clark International Ltd v. Commissioners for Her Majesty's Revenue & Customs.#Žádost o rozhodnutí o předběžné otázce podaná First-tier Tribunal (Tax Chamber).#Řízení o předběžné otázce – Antidumping – Výklad a platnost nařízení o opětovném uložení antidumpingových cel po vyhlášení rozsudku Soudního dvora o prohlášení neplatnosti – Právní základ – Zákaz zpětné účinnosti – Promlčení.#Věc C-612/16.","","62016CJ0612","2019-06-19",
"Rozsudek Soudního dvora (prvního senátu) ze dne 19. června 2019.#RF v. Evropská komise.#Kasační opravný prostředek – Žaloba na neplatnost – Zaslání žaloby telefaxem – Podání originálu žaloby kanceláři Tribunálu po uplynutí lhůty – Prodlení při poštovní přepravě – Pojem ‚vyšší moc nebo náhoda‘.#Věc C-660/17 P.","","62017CJ0660","2019-06-19",
"Rozsudek Soudního dvora (velkého senátu) ze dne 18. června 2019.#Rakouská republika v. Spolková republika Německo.#Nesplnění povinnosti státem – Články 18, 34, 56 a 92 SFEU – Právní úprava členského státu, která pro osobní motorová vozidla stanoví poplatek za užívání pozemních komunikací – Situace, kdy mohou vlastníci vozidel registrovaných v tomto členském státě uplatnit slevu na dani z provozu motorových vozidel ve výši odpovídající tomuto poplatku.#Věc C-591/17.","","62017CJ0591","2019-06-18",
"Rozsudek Soudního dvora (třetího senátu) ze dne 13. června 2019.#TopFit e.V. a Daniele Biffi v. Deutscher Leichtathletikverband e.V.#Žádost o rozhodnutí o předběžné otázce podaná Amtsgericht Darmstadt.#Řízení o předběžné otázce – Občanství Unie – Články 18, 21 a 165 SFEU – Předpisy sportovního svazu – Účast amatérského sportovce se státní příslušností jednoho členského státu na národním mistrovství jiného členského státu – Rozdílné zacházení na základě státní příslušnosti – Omezení volného pohybu.#Věc C-22/18.","","62018CJ0022","2019-06-13",
"Rozsudek Soudního dvora (prvního senátu) ze dne 13. června 2019.#Trestní řízení proti Gianlucu Morovi.#Žádost o rozhodnutí o předběžné otázce podaná Tribunale di Brindisi.#Řízení o předběžné otázce – Justiční spolupráce v trestních věcech – Směrnice 2012/13/EU – Právo na informace v trestním řízení – Článek 6 odst. 4 – Právo na informace o obvinění – Informování o každé změně poskytnutých informací, jestliže je to nezbytné pro zajištění spravedlivého procesu – Změna právní kvalifikace skutkového stavu, který je předmětem obžaloby – Nemožnost obviněného navrhnout v rámci ústní části řízení uzavření dohody o vině a trestu stanovené vnitrostátním právem – Rozdíl v případě změny skutkového stavu, na kterém se zakládá obžaloba.#Věc C-646/17.","","62017CJ0646","2019-06-13",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 13. června 2019.#Google LLC v. Bundesrepublik Deutschland.#Žádost o rozhodnutí o předběžné otázce podaná Oberverwaltungsgericht für das Land Nordrhein-Westfalen.#Řízení o předběžné otázce – Sítě a služby elektronických komunikací – Směrnice 2002/21/ES – Článek 2 písm. c) – Pojem ‚služba elektronických komunikací‘ – Přenos signálů – Internetová e-mailová služba – Služba Gmail.#Věc C-193/18.","","62018CJ0193","2019-06-13",
"Rozsudek Soudního dvora (třetího senátu) ze dne 13. června 2019.#Ellinika Nafpigeia AE v. Panagiotis Anagnostopoulos a další.#Žádost o rozhodnutí o předběžné otázce podaná Areios Pagos.#Řízení o předběžné otázce – Sociální politika – Směrnice 2001/23/ES – Oblast působnosti – Převod části podniku – Zachování práv zaměstnanců – Pojem ‚převod‘ – Pojem ‚hospodářská jednotka‘ – Převod části hospodářské činnosti mateřské společnosti na nově založenou dceřinou společnost – Identita – Samostatnost – Výkon hospodářské činnosti – Kritérium trvalosti výkonu hospodářské činnosti – Obstarávání výrobních faktorů od třetího subjektu – Úmysl provést likvidaci převedené jednotky.#Věc C-664/17.","","62017CJ0664","2019-06-13",
"Rozsudek Soudního dvora (pátého senátu) ze dne 13. června 2019.#COPEBI SCA v. Etablissement national des produits de l'agriculture et de la mer (FranceAgriMer).#Žádost o rozhodnutí o předběžné otázce podaná Conseil d'État.#Řízení o předběžné otázce – Státní podpory – Rozhodnutí 2009/402/ES – Roční hospodářské plány v odvětví ovoce a zeleniny provedené Francouzskou republikou – Určení neslučitelnosti podpory – Příkaz k navrácení podpory – Působnost rozhodnutí – Zemědělsko-hospodářské výbory.#Věc C-505/18.","","62018CJ0505","2019-06-13",
